Tipo;Plan estabilidad lechero?;Fecha ingreso trámite;Fracciones Artº5;Tipo de negocio;Tipo de negocio;;Nº expediente;Estado de ocupación;Moneda;Precio total;Superficie total(ha);Superficie CONEAT 100 (ha);Mejoras que incluye;Forma de entrega;Forma y plazo pago;Multa por incumplimiento;Padrones
Por Art. 35º;NO;15/06/2017;;Compraventa;;;2017-1408;;U$S;2871945;377,1198;0;;;;;Paysandú-> Rural: 6005-6604-6619-3237-5326-6004
Por Art. 35º;NO;12/06/2017;;Compraventa;;;2017-0829;;U$S;4792800;1972,7532;0;;;;;Cerro Largo-> Rural: 17474-17475
Por Art. 35º;NO;12/06/2017;;Compraventa;;;2017-0829;;U$S;777216;207,2576;0;;;;;Cerro Largo-> Rural: 2852
Por Art. 35º;NO;08/06/2017;;Compraventa;;;2017-0971;;U$S;1989822;568,5207;0;;;;;Durazno-> Rural: 10587-1416-10591-1465
Por Art. 35º;NO;02/06/2017;;Compraventa;;;2017-0835;;U$S;6112241;955,0377;0;;;;;Flores-> Rural: 4035-2948-2962
Por Art. 35º;NO;01/06/2017;;Compraventa;;;2017-0768;;U$S;2390541;919,439;0;;;;;Tacuarembó-> Rural: 15212
Por Art. 35º;NO;01/06/2017;;Compraventa;;;2017-0769;;U$S;1547703;592,6866;0;;;;;Rivera-> Rural: 13822-13821
Por Art. 35º;NO;29/05/2017;;Compraventa;;;2017-0701;;U$S;5838766;686,9136;0;;;;;Durazno-> Rural: 600-602
Por Art. 35º;NO;26/05/2017;;Compraventa;;;2017-0798;;U$S;6400000;1166,238;0;;;;;Cerro Largo-> Rural: 13787-4859-3697-13786-6996-624
Por Art. 35º;NO;12/05/2017;;;;;2017-0977;;U$S;2775000;537,2165;0;;;;;Flores-> Rural: 1532-2985-2961- 2986
Directo;SI;10/05/2017;;Compraventa;;;2016-1525;Libre;U$S;54000;12;0;;;Contado;;Canelones-> Rural: 71118
Por Art. 35º;NO;09/05/2017;;;;;2017-0936;;U$S;6309262;1147,1385;0;;;;;Durazno-> Rural: 11940
Por Art. 35º;NO;02/05/2017;;Compraventa;;;2017-0518;Libre;U$S;2360000;1022,7885;0;Comprende suelos y mejoras.-;Libres, conjuntamente con la firma de la compraventa;a) USD 2.325.000 contado al momento del otorgamiento de la escritura decompraventa y b) USD 35.000 mediante la entrega simultáneamente con la firmade la compraventa, de una camioneta Honda 2016.-;USD 230.000;Durazno-> Rural: 9208-2334-9319-9211-2348-2380-9100-7963-9210-9209
Por Art. 35º;NO;21/04/2017;;;;;514;Parcialmente ocupado;U$S;3465197;753,3038;0;Comprende suelos y mejoras. Predio enclavado.-;Libre de ocupantes (a excepción de un arrendamiento de 46 ha).Simultáneamente con la firma de la compraventa.-;Contado;USD 346.000.-;Flores-> Rural: 4262-3993-4263-3992
Por Art. 35º;NO;20/04/2017;;Compraventa;;;2017-0544;;U$S;3402767;1063,3647;0;;;;;Durazno-> Rural: 7239-4092-6725-12574-8762
Por Art. 5º;NO;20/04/2017;Italia 25B;;;;2017-70-1-00369;;U$S;193480;7;0;;;;;San José-> Común: 3622
Por Art. 35º;NO;07/04/2017;;Compraventa;;;2017-0521;;U$S;9640611;1483,1709;0;;;;;Paysandú-> Rural: 4977
Por Art. 5º;NO;05/04/2017;103;Compraventa;;;2017-0552;;U$S;66725;16,6814;0;;;;;Soriano-> Rural: 5120
Por Art. 35º;NO;29/03/2017;;Compraventa;;;2017-0466;;U$S;4763310;1058,5132;0;;;;;Florida-> Rural: 10896-10898-13435-2673-18389-2722-13434
Por Art. 5º;NO;27/03/2017;99;Compraventa;;;2017-0458;;U$S;360000;40;0;;;;;Paysandú-> Rural: 2075
Directo;NO;27/03/2017;;Compraventa;;;2017-00525;Libre;U$S;3864892;1246,7393;0;Negocio a portera cerrada (herramientas del galpón, útiles de la casa), sin incluir los semovientes;;Financiado: 50% contado. Saldo en 3 cuotas iguales a los 6, 12 y 18 a partir de la fecha de escritura;10% del importe total del negocio;Rocha-> Rural: 51594-8635-8634-6162-58856
Por Art. 35º;NO;22/03/2017;;Compraventa;;;2017-0415;;U$S;3400000;1123,0652;0;;;;;Durazno-> Rural: 8490-8489-79-8492-8491
Por Art. 5º;NO;20/03/2017;FRACCIÓN No 9 DEL INMUEBLE 396 DE LAVALLEJA;Compraventa;;;2017-00776;Ocupado;U$S;200538;38,27;0;;;;;Lavalleja-> Rural: 14249
Por Art. 35º;NO;15/03/2017;;Compraventa;;;2017-0397;;U$S;3309330;287,7678;0;;;;;San José-> Rural: 422-17200
Por Art. 35º;NO;15/03/2017;;Enajenación forzosa;;;2017-1042;;U$S;1156377;722,7354;0;;;;;Salto-> Rural: 7059
Por Art. 35º;NO;23/02/2017;;Compraventa;;;2017-0306;;U$S;7924337;880,4819;0;;;;;San José-> Rural: 17896-4302-12783-287-10720-64-18610-10102-18212-4303-16320-1520-12470-66-10719-35-18280-9853
Por Art. 35º;NO;21/02/2017;;Compraventa;;;2017-0385;;U$S;9000000;2503,1725;0;;;;;Cerro Largo-> Rural: 116
Por Art. 35º;NO;23/01/2017;;Compraventa;;;2017-0145;;U$S;4646294;2020,1278;0;;;;;Salto-> Rural: 10342-5305
Por Art. 35º;NO;21/01/2017;;Compraventa;;;2017-0199;;U$S;3500000;1134,4704;0;;;;;Cerro Largo-> Rural: 13174-13173-13172-13171-13170-4815-10701-13175
Por Art. 35º;NO;29/12/2016;;Compraventa;;;2017-0231;;U$S;1782000;594,5162;0;;;;;Treinta y Tres-> Rural: 5721-5825-5724
Por Art. 35º;NO;26/12/2016;;Compraventa;;;2017-0111;;U$S;11272598;1734,2459;0;;;;;Soriano-> Rural: 5682-9078-9208-5619-11321-10277
Por Art. 35º;NO;22/12/2016;;Compraventa;;;2016-1650;;U$S;35000000;5087,0623;0;;;;;Río Negro-> Rural: 5754-6300-3811-6299-6298-6388
Por Art. 35º;NO;22/12/2016;;Compraventa;;;2017-0003;;U$S;1196000;597,5554;0;;;;;Florida-> Rural: 7820-10135-8029-2262-2264-9232-2261-9229-11346-11663-2259-10238-2263-11915-2274-11390-9230-13993-11602-2286-2281
Por Art. 35º;NO;21/12/2016;;Compraventa;;;2017-0071;;U$S;4000000;512,9087;0;;;;;Colonia-> Rural: 4863-4860-6367-17996-16329-17997
Por Art. 35º;NO;16/12/2016;;Compraventa;;;2016-1594;;U$S;999736;1791,642;0;;;;;Paysandú-> Rural: 1293
Por Art. 35º;NO;14/12/2016;;Compraventa;;;2017-0196;;U$S;2397896;675,3276;0;;;;;Durazno-> Rural: 684-840-1481-1365
Por Art. 35º;NO;13/12/2016;;Compraventa;;;2017-0427;;U$S;12677768;1811,1097;0;;;;;Paysandú-> Rural: 882-6233-6253-6232
Por Art. 35º;NO;13/12/2016;;Compraventa;;;2017-0427;;U$S;10213544;1459,0777;0;;;;;Paysandú-> Rural: 6609-10988-5609-884-6717-6713-10989-8062
Por Art. 35º;NO;05/12/2016;;Compraventa;;;2016-1556;;U$S;2120887;651,7656;0;;;;;Treinta y Tres-> Rural: 6167-6165-369-367-366
Por Art. 35º;NO;02/12/2016;;Compraventa;;;2016-1543;;U$S;1665077;628,331;0;;;;;Rivera-> Rural: 4926-13724
Por Art. 35º;NO;30/11/2016;;Compraventa;;;2016-1527;;U$S;4800000;2003,1917;0;;;;;Lavalleja-> Rural: 643-8146-9335-568-554
Por Art. 35º;NO;24/11/2016;;Compraventa;;;2016-1618;;U$S;3724500;954,7977;0;;;;;Durazno-> Rural: 10675-10677-10670-10676
Por Art. 35º;NO;11/11/2016;;Compraventa;;;2016-1469;;U$S;4906164;1401,7611;0;;;;;Durazno-> Rural: 10758-1590-1565-8254-1554-6102-6101-10759
Por Art. 35º;NO;11/11/2016;;Compraventa;;;2016-1547;;U$S;2675000;343,0186;0;;;;;Río Negro-> Rural: 3030-3031-3988
Por Art. 35º;NO;28/10/2016;;Compraventa;;;2016-1330;;U$S;4352673;1057,3946;0;;;;;Tacuarembó-> Rural: 5518-1554
Por Art. 35º;NO;28/10/2016;;Compraventa;;;2016-1433;;U$S;4000000;653,7538;0;;;;;San José-> Rural: 1827-6406-1543
Por Art. 35º;NO;27/10/2016;;Compraventa;;;2016-1609;;U$S;3200000;1217,2139;0;;;;;Artigas-> Rural: 5262-3478-5328
Por Art. 35º;NO;13/10/2016;;Compraventa;;;2016-1192;;U$S;256515;46,6391;0;;;;;Artigas-> Rural: 2650
Por Art. 35º;NO;26/09/2016;;Compraventa;;;2016-1174;;U$S;4300000;1312,9374;0;;;;;San José-> Rural: 9673-5017-1218-1160
Por Art. 35º;NO;19/09/2016;;Compraventa;;;2016-1411;;U$S;3190532;1063,5108;0;;;;;Durazno-> Rural: 6725-12574-8762-7239-4092
Por Art. 35º;NO;16/09/2016;;Compraventa;;;2016-1515;;U$S;3600000;1199,903;0;;;;;Tacuarembó-> Rural: 4584-2224
Por Art. 35º;NO;09/09/2016;;Compraventa;;;2016-1073;;U$S;4461980;2124,7522;0;;;;;Tacuarembó-> Rural: 11329-11332-11328-251
Por Art. 35º;NO;07/09/2016;;Compraventa;;;2016-1092;;U$S;3950000;1336,2308;0;;;;;Rivera-> Rural: 12005-12001-12004-12002-12006-13722-12000-12003-12007
Por Art. 35º;NO;07/09/2016;;Compraventa;;;2016-1103;;U$S;2314237;723,1989;0;;;;;Durazno-> Rural: 3187-10181-940-3498
Por Art. 35º;NO;06/09/2016;;Compraventa;;;2016-1053;;U$S;2533000;745,5762;0;;;;;Durazno-> Rural: 8779
Por Art. 35º;NO;05/09/2016;;Compraventa;;;2016-1093;;U$S;2750000;452,2725;0;;;;;Florida-> Rural: 10683-2884-14035-9992-2891
Directo;NO;05/09/2016;;Compraventa;;;2016-70-1-00319;;U$S;48591;11;0;;;;;Artigas-> Rural: 118
Por Art. 35º;NO;29/08/2016;;Compraventa;;;2016-1062;;U$S;6500000;1694,1843;0;;;;;Tacuarembó-> Rural: 10299-7919-10142
Por Art. 35º;NO;29/08/2016;;Compraventa;;;2016-1065;;U$S;2177762;670,0807;0;;;;;Lavalleja-> Rural: 9278-9379-1179
Por Art. 35º;NO;17/08/2016;;Compraventa;;;2016-1015;;U$S;1450296;690,0617;0;;;;;Artigas-> Rural: 4228
Por Art. 35º;NO;05/08/2016;;Compraventa;;;2016-1027;;U$S;2910085;1039,316;0;;;;;Tacuarembó-> Rural: 9127
Por Art. 35º;NO;22/07/2016;;Compraventa;;;2016-1006;;U$S;511280;56,8089;0;;;;;Soriano-> Rural: 4824-4823
Por Art. 35º;NO;21/07/2016;;Compraventa;;;2016-0955;;U$S;2200000;529,2262;0;;;;;Flores-> Rural: 1434-3290-1426-2908-3044-4796-4486-327
Por Art. 35º;NO;29/06/2016;;Compraventa;;;2016-0838;;U$S;4166305;968,9083;0;;;;;Río Negro-> Rural: 1918
Por Art. 35º;NO;27/06/2016;;Compraventa;;;2016-0721;;U$S;3318711;1021,1419;0;;;;;Cerro Largo-> Rural: 3799-14503-15395-12516-14500-5624-11006-15396-11679-13641-14893-11272-10301-2033-11007-13640-14892-14504-11477-2007-12928
Por Art. 35º;NO;24/06/2016;;Compraventa;;;2016-0775;;U$S;4200025;1282,1215;0;;;;;Durazno-> Rural: 5923
Por Art. 35º;NO;21/06/2016;;Compraventa;;;2016-0763;;U$S;6250000;2666,457;0;;;;;Cerro Largo-> Rural: 15
Por Art. 35º;NO;17/06/2016;;Compraventa;;;2016-0709;;U$S;2132000;820,56;0;;;;;Río Negro-> Rural: 1099-4077
Por Art. 35º;NO;10/06/2016;;Compraventa;;;2016-0832;;U$S;2656372;737,881;0;;;;;Paysandú-> Rural: 1653
Por Art. 35º;NO;09/06/2016;;Compraventa;;;2016-0722;;U$S;4002239;727,6798;0;;;;;Soriano-> Rural: 7982-10497-2134
Por Art. 35º;NO;09/06/2016;;Compraventa;;;2016-0722;;U$S;4247132;1249,1566;0;;;;;Tacuarembó-> Rural: 12575-12572
Por Art. 35º;NO;09/06/2016;;Compraventa;;;2016-0722;;U$S;7855757;1991,8906;0;;;;;Durazno-> Rural: 10987-12552-5800-1292-1286-4836-1284-11277-5314-3784-11627
Por Art. 35º;NO;03/06/2016;;Compraventa;;;2016-0971;;U$S;50000;7,1888;0;;;;;Río Negro-> Rural: 2869
Por Art. 35º;NO;02/06/2016;;Compraventa;;;2016-0776;;U$S;1904996;598,057;0;;;;;Salto-> Rural: 9282-10197
Por Art. 35º;NO;31/05/2016;;Compraventa;;;2016-0777;;U$S;3264795;630,576;0;;;;;Salto-> Rural: 10340-11892
Por Art. 35º;NO;27/05/2016;;Compraventa;;;2016-0625;;U$S;1835400;483;0;;;;;Rivera-> Rural: 10531
Por Art. 35º;NO;24/05/2016;;Compraventa;;;2016-0702;;U$S;2000000;792,9159;0;;;;;Lavalleja-> Rural: 17149-17148-415-17147-17150
Por Art. 35º;NO;20/05/2016;;Compraventa;;;2016-0572;;U$S;1350000;452,364;0;;;;;Rivera-> Rural: 13007-13006
Por Art. 35º;NO;10/05/2016;;Compraventa;;;2016-0591;;U$S;3250000;667,8864;0;;;;;Florida-> Rural: 13643-13641-13640-10084-5609-13642-2676-13644
Por Art. 35º;NO;25/04/2016;;Compraventa;;;2016-0395;;U$S;35000000;8313,2191;0;;;;;Paysandú-> Rural: 5916-5335-5755-8078-5248-9318-1437-7081-1334-8256-1177-5627-1842-10055-8011-9357-5336-6705-8449-5375-5334-9320-2958-7193-4870-6628-1179-1431-1176-5626-6706
Por Art. 35º;NO;25/04/2016;;Compraventa;;;2016-0397;;U$S;5305601;641,3114;0;;;;;Río Negro-> Rural: 578-577-575-4913
Por Art. 35º;NO;25/04/2016;;Compraventa;;;2016-0399;;U$S;4512688;1194,3742;0;;;;;Río Negro-> Rural: 4910-4909
Por Art. 35º;NO;22/04/2016;;Compraventa;;;2016-0551;;U$S;4800000;313,373;0;;;;;San José-> Rural: 12257-11318-301-11489-5568-300-295-302-11488
Por Art. 35º;NO;21/04/2016;;Compraventa;;;2016-0400;;U$S;2521700;593,421;0;;;;;Durazno-> Rural: 11543-11544
Por Art. 35º;NO;13/04/2016;;Compraventa;;;2016-0367;;U$S;350000;30;0;;;;;Paysandú-> Rural: 2649
Por Art. 35º;NO;11/04/2016;;Compraventa;;;2016-0505;;U$S;3386528;677,3055;0;;;;;Florida-> Rural: 4883-15642-17799-14770-17800-12826
Por Art. 35º;NO;07/04/2016;;Compraventa;;;2016-0384;;U$S;3300000;881,8052;0;;;;;Rivera-> Rural: 7794-7795
Por Art. 35º;NO;06/04/2016;;Compraventa;;;2016-0421;;U$S;4395502;523,2741;0;;;;;Colonia-> Rural: 21272-21275-21273-5834-21276-21274
Por Art. 35º;NO;06/04/2016;;Compraventa;;;2016-0421;;U$S;14493578;2841,8781;0;;;;;Colonia-> Rural: 3469-3028-17564-541-10417-11622-6529-3046-15197-3027-12715-8019-6939
Por Art. 35º;NO;06/04/2016;;Compraventa;;;2016-0421;;U$S;8286565;1502,5503;0;;;;;Soriano-> Rural: 10134-3434-3432-2795-10135-1652-8718-3433-3430-12129-1782
Directo;NO;11/03/2016;;Compraventa;;;2016-00275;Parcialmente ocupado;U$S;299094;66,4532;0;;el mismo será entregado conjuntamente con la Escritura de Compraventa. Sin perjuicio de la  arrendataria actual María Virginia BACCI CABRERA es la interesada en continuar ocupando el mismo en calidad de arrendataria del lnstituto Nacional de Colonización.;Al contado;;Florida-> Rural: 13562
Por Art. 35º;NO;02/03/2016;;Compraventa;;;2016-0270;;U$S;1469057;419,7305;0;;;;;Salto-> Rural: 12726-12727
Por Art. 35º;NO;02/03/2016;;Compraventa;;;2016-0271;;U$S;2052093;586,3123;0;;;;;Salto-> Rural: 5090
Por Art. 35º;NO;23/02/2016;;Compraventa;;;2016-0633;;U$S;7374968;3221,2554;0;;;;;Tacuarembó-> Rural: 11614-14014-6525-14016-14015-13613-14760-14017
Por Art. 35º;NO;23/02/2016;;Compraventa;;;2016-0634;;U$S;1974968;869,6352;0;;;;;Tacuarembó-> Rural: 10756-7052-7050-15802-7047-14055-10755-1950-15803-3971-15801
Por Art. 35º;NO;17/02/2016;;Compraventa;;;2016-0175;;U$S;2713029;917,9796;0;;;;;Paysandú-> Rural: 546-2179
Por Art. 35º;NO;26/01/2016;;;;;2016-70-1-00133;;U$S;17290731;4473,1229;0;;;;;Lavalleja-> Rural: 11092-11440-18353-7041-16850-6106-16470-6047-17726-17725-15732-16863-15731-14222
Por Art. 35º;NO;19/01/2016;;Compraventa;;;2016-0136;;U$S;2500000;1100,1686;0;;;;;Salto-> Rural: 12838-8746-3591
Por Art. 35º;NO;15/01/2016;;Compraventa;;;2016-0100;;U$S;2800983;918,3552;0;;;;;Treinta y Tres-> Rural: 8505-9367
Por Art. 35º;NO;15/01/2016;;Compraventa;;;2016-0103;;U$S;3758608;976,2619;0;;;;;Cerro Largo-> Rural: 14579-1589-1601-13448-1594
Por Art. 35º;NO;13/01/2016;;;;;2016-70-1-00096;;U$S;5122950;429,0088;0;;;;;Colonia-> Rural: 8252-2929-19677-6110-9793-7223-2928-19642-13823
Por Art. 35º;NO;30/12/2015;;Compraventa;;;2016-0041;;U$S;23868650;6915,5469;0;;;;;Cerro Largo-> Rural: 15398-13025-7377-7227-11811-815-616-15633-15399-13040-7205-15397-4238-7435-822-10801-9876-9877-13041-5004
Por Art. 35º;NO;21/12/2015;;Compraventa;;;2016-0099;;U$S;22385448;5890,9075;0;;;;;Tacuarembó-> Rural: 11445-6576-8855-9231-12161-11136-10881-9395-15414-1492-6574-1568-1579-14566-1546-10300-9655-1569-15057
Por Art. 35º;NO;04/12/2015;;Compraventa;;;2015-1801;;U$S;2065000;590,3048;0;;;;;Durazno-> Rural: 10702
Por Art. 35º;NO;26/11/2015;;Compraventa;;;2015-1702;;U$S;5701536;1429,6977;0;;;;;Cerro Largo-> Rural: 14347-14367-14355-14374-14346-14365-14339-14352-14372-14345-14364-14337-14350-14370-14343-14362-14348-14368-14341-14357-14376-14366-14340-14354-14373-14338-14351-14371-14344-14363-143-14336-14349-14369-14342-14358-14377
Por Art. 35º;NO;26/11/2015;;;;;2015-70-1-01701;;U$S;6663935;2165,3063;0;;;;;Cerro Largo-> Rural: 3869-7499-16320-1038-5294-14816-5712-5186-11182-6966-903-4539-2008-9561-5401-14815-11183-16085 Rivera-> Rural: 7488 Tacuarembó-> Rural: 9697-13145
Por Art. 35º;NO;05/11/2015;;Compraventa;;;2015-1595;;U$S;3137362;1254,945;0;;;;;Tacuarembó-> Rural: 261-373-6758
Por Art. 35º;NO;05/11/2015;;Compraventa;;;2015-1595;;U$S;2213005;737,6683;0;;;;;Tacuarembó-> Rural: 16149-16148-16147
Por Art. 35º;NO;05/11/2015;;Compraventa;;;2016-0082;;U$S;5000000;828,2693;0;;;;;Florida-> Rural: 5984-10615-6013-5936-7278-10614
Por Art. 35º;NO;29/10/2015;;Compraventa;;;2015-1567;;U$S;4877821;1478,1275;0;;;;;Río Negro-> Rural: 5936-2751-5935
Por Art. 35º;NO;29/10/2015;;Compraventa;;;2015-1568;;U$S;3871595;992,7168;0;;;;;Flores-> Rural: 4732-564-4733-650
Por Art. 35º;NO;28/10/2015;;Compraventa;;;2015-1561;;U$S;2883000;1038,3636;0;;;;;Tacuarembó-> Rural: 10723-10724-15145
Por Art. 35º;NO;21/10/2015;;Compraventa;;;2015-1544;;U$S;110000;14,9472;0;;;;;Soriano-> Rural: 5595
Por Art. 35º;NO;20/10/2015;;Compraventa;;;2015-1757;;U$S;2274000;811,6757;0;;;;;Lavalleja-> Rural: 15968-15969-15970-15972-709-15971-756-676-5666-6432-15967
Por Art. 35º;NO;19/10/2015;;Compraventa;;;2015-1543;;U$S;2792386;698,0966;0;;;;;Río Negro-> Rural: 4817-815
Por Art. 35º;NO;09/10/2015;;Compraventa;;;2015-1589;;U$S;2524659;587,13;0;;;;;Flores-> Rural: 227
Por Art. 35º;NO;01/10/2015;;Compraventa;;;2015-1447;;U$S;2050020;700;0;;;;;Artigas-> Rural: 6792
Directo;SI;01/10/2015;;Compraventa;;;2015-01384;Parcialmente ocupado;U$S;273650;42,1;0;;;forma de pago se realizará al contado y al momento de realizar la transacción. Se mantendrá por60 (sesenta) días desde Ia fecha de presentación de la documentación completa exigida en el INC.;;Florida-> Rural: 10506-6027-11060
Por Art. 35º;NO;22/09/2015;;Compraventa;;;2015-1386;;U$S;2280275;463,2796;0;;;;;Paysandú-> Rural: 7938-10581
Por Art. 35º;NO;17/09/2015;;;;;2015-70-1-01357;;U$S;3994636;1024,2657;0;;;;;Río Negro-> Rural: 2779-620
Por Art. 35º;NO;10/09/2015;;Compraventa;;;2015-1355;;U$S;4246907;1698,7628;0;;;;;Paysandú-> Rural: 3103
Por Art. 35º;NO;04/09/2015;;Compraventa;;;2015-1338;;U$S;3600000;567,5428;0;;;;;Soriano-> Rural: 883-804-3331
Por Art. 35º;NO;03/09/2015;;Compraventa;;;2015-1325;;U$S;750000;78,3956;0;;;;;Soriano-> Rural: 5044
Por Art. 35º;NO;03/09/2015;;Compraventa;;;2015-1335;;U$S;3807969;725,3275;0;;;;;Florida-> Rural: 6504-2954-6243-3020-18196-6412
Por Art. 35º;NO;26/08/2015;;Compraventa;;;2015-1613;;U$S;5858371;2020,1278;0;;;;;Salto-> Rural: 5305-10342
Por Art. 35º;NO;21/08/2015;;Compraventa;;;2015-1661;;U$S;2464680;648,6;0;;;;;Artigas-> Rural: 398-399
Por Art. 35º;NO;21/08/2015;;Compraventa;;;2015-1649;;U$S;8285320;1635,54;0;;;;;Artigas-> Rural: 454-402-401-5463-400
Por Art. 35º;NO;18/08/2015;;Compraventa;;;2015-1191;;U$S;3000000;416,1477;0;;;;;Colonia-> Rural: 4342
Por Art. 35º;NO;12/08/2015;;Compraventa;;;2015-1387;;U$S;2787881;914,0594;0;;;;;Treinta y Tres-> Rural: 5530-6129-5529
Por Art. 35º;NO;11/08/2015;;Compraventa;;;2015-1104;;U$S;3442183;764,9296;0;;;;;Flores-> Rural: 3004-4443-2438-3008
Por Art. 35º;NO;11/08/2015;;Compraventa;;;2015-1028;;U$S;18540471;1665,3938;0;;;;;Soriano-> Rural: 9336-3887
Por Art. 35º;NO;07/08/2015;;Compraventa;;;2015-1059;;U$S;7000000;1441,8301;0;;;;;Treinta y Tres-> Rural: 9905-474-5197-473-490
Por Art. 35º;NO;06/08/2015;;Compraventa;;;2015-1023;;U$S;6120000;1862,8063;0;;;;;Río Negro-> Rural: 3902-4747-704-763-3612-1061-3614-3607
Por Art. 35º;NO;06/08/2015;;;;;2015-70-1-01057;;U$S;9739722;3431,8284;0;;;;;Rivera-> Rural: 2796-3930 Tacuarembó-> Rural: 620-625-14126-703-9950-14124
Por Art. 35º;NO;21/07/2015;;Compraventa;;;2015-1670;;U$S;3500000;515,422;0;;;;;Canelones-> Rural: 103-60594
Por Art. 35º;NO;17/07/2015;;Compraventa;;;2015-1120;;U$S;3696735;369,6735;0;;;;;Río Negro-> Rural: 4969-4970-153
Por Art. 35º;NO;13/07/2015;;Compraventa;;;2015-1089;;U$S;4200000;1212,1402;0;;;;;Treinta y Tres-> Rural: 2223-431-2231-9122
Por Art. 35º;NO;07/07/2015;;Compraventa;;;2015-0970;;U$S;5090000;1294,234;0;;;;;Cerro Largo-> Rural: 3222-11864
Por Art. 35º;NO;30/06/2015;;Compraventa;;;2015-0825;;U$S;144786;48,2621;0;;;;;Artigas-> Rural: 6446
Por Art. 35º;NO;26/06/2015;;Compraventa;;;2016-0169;;U$S;2950000;809,7028;0;;;;;Durazno-> Rural: 1205-8244
Por Art. 35º;NO;25/06/2015;;Compraventa;;;2015-0855;;U$S;4772880;441,9333;0;;;;;Soriano-> Rural: 8897-1618-8896
